from_politician_id,from_name,from_rushid,to_politician_id,to_name,to_rushid,relation,source
Q4800673,Arthur William Buller,1294,Q5589832,Charles Buller,,sibling,wikidata
Q4805554,Ashley Ponsonby,5430,Q8016999,"William Ponsonby, 1st Baron de Mauley",,father,wikidata
Q4805554,Ashley Ponsonby,5430,Q5081706,"Charles Ponsonby, 2nd Baron de Mauley",,sibling,wikidata
Q4806083,Ashton Wentworth Dilke,1494,Q338188,"Sir Wentworth Dilke, 1st Baronet",,father,wikidata
Q4806083,Ashton Wentworth Dilke,1494,Q338114,"Sir Charles Dilke, 2nd Baronet",,sibling,wikidata
Q2056806,Auberon Herbert,6886,Q1606850,"Henry Herbert, 3rd Earl of Carnarvon",,father,wikidata
Q337671,"Auckland Geddes, 1st Baron Geddes",4078,Q959198,Eric Geddes,,sibling,wikidata
Q4821369,Augustus Anson,1120,Q7787091,"Thomas Anson, 2nd Earl of Lichfield",,sibling,wikidata
Q4821488,Augustus Macdonald,9040,Q5727493,"Henry Reynolds-Moreton, 3rd Earl of Ducie",,nephew/niece,wikidata
Q4821488,Augustus Macdonald,9040,Q5727490,"Henry Reynolds-Moreton, 2nd Earl of Ducie",,sibling,wikidata
Q188999,Austen Chamberlain,2200,Q315999,Joseph Chamberlain,,father,wikidata
Q188999,Austen Chamberlain,2200,Q10664,Neville Chamberlain,,sibling,wikidata
Q4861635,Barnett Janner,4503,Q1546121,"Greville Janner, Baron Janner of Braunstone",,child,wikidata
Q4867241,Basil Peto,5377,Q7526332,"Sir Christopher Peto, 3rd Baronet",,child,wikidata
Q4867241,Basil Peto,5377,Q4867100,John Peto,,child,wikidata
Q4867241,Basil Peto,5377,Q149062,Samuel Morton Peto,,father,wikidata
Q4877214,Beatrice Wright,6347,Q7804145,Tim Rathbone,,child,wikidata
Q4881234,"Beilby Lawley, 2nd Baron Wenlock",9008,Q4881236,"Beilby Lawley, 3rd Baron Wenlock",,child,wikidata
Q4881234,"Beilby Lawley, 2nd Baron Wenlock",9008,Q7153985,"Paul Thompson, 1st Baron Wenlock",,father,wikidata
Q4881234,"Beilby Lawley, 2nd Baron Wenlock",9008,Q5480488,Francis Charles Lawley,,sibling,wikidata
Q4881236,"Beilby Lawley, 3rd Baron Wenlock",2427,Q4881234,"Beilby Lawley, 2nd Baron Wenlock",,father,wikidata
Q4881236,"Beilby Lawley, 3rd Baron Wenlock",2427,Q7153985,"Paul Thompson, 1st Baron Wenlock",,grandparent,wikidata
Q4881236,"Beilby Lawley, 3rd Baron Wenlock",2427,Q5480488,Francis Charles Lawley,,uncle/aunt,wikidata
Q392174,Ben Gummer,9747,Q333635,John Gummer,,father,wikidata
Q4888257,Benjamin Bathurst,1857,Q4731527,"Allen Bathurst, 6th Earl Bathurst",,father,wikidata
Q334284,Benjamin Guinness,6853,Q333974,"Arthur Guinness, 1st Baron Ardilaun",,child,wikidata
Q4888762,Benjamin Handley,4244,Q26234470,Henry Handley,4242,cousin,rush
Q4888762,Benjamin Handley,4244,Q11802744,William Farnworth Handley,4243,cousin,rush
Q4888762,Benjamin Handley,4244,Q6237583,John Handley,4245,cousin,rush
Q4888811,Benjamin Heywood,,Q6136005,James Heywood,,sibling,wikidata
Q4893013,"Bernard Coleridge, 2nd Baron Coleridge",1397,Q1574706,"John Coleridge, 1st Baron Coleridge",,father,wikidata
Q4893127,"Bernard FitzPatrick, 2nd Baron Castletown",1610,Q6233280,"John FitzPatrick, 1st Baron Castletown",,father,wikidata
Q727852,Bernard Jenkin,387,Q24082,Patrick Jenkin,,father,wikidata
Q4894226,Bernhard Samuelson,817,Q5576536,Godfrey Samuelson,,child,wikidata
Q4894226,Bernhard Samuelson,817,Q5727972,Henry Samuelson,,child,wikidata
Q16741829,Bertie Leighton,7779,Q7599747,Stanley Leighton,,father,wikidata
Q16741829,Bertie Leighton,7779,Q7526095,"Sir Baldwin Leighton, 7th Baronet",,grandparent,wikidata
Q16741829,Bertie Leighton,7779,Q7526096,"Sir Baldwyn Leighton, 8th Baronet",,uncle/aunt,wikidata
Q265900,Bill Wiggin,6283,Q13530072,Jerry Wiggin,,father,wikidata
Q4914194,"Bingham Baring, 2nd Baron Ashburton",832,Q652514,"Alexander Baring, 1st Baron Ashburton",,father,wikidata
Q4914194,"Bingham Baring, 2nd Baron Ashburton",832,Q4718311,"Alexander Baring, 4th Baron Ashburton",,nephew/niece,wikidata
Q4914194,"Bingham Baring, 2nd Baron Ashburton",832,Q5480129,"Francis Baring, 3rd Baron Ashburton",,sibling,wikidata
Q4932182,Bob Cryer,2930,Q291615,John Cryer,,child,wikidata
Q166663,Bonar Law,7412,Q12411364,"Richard Law, 1st Baron Coleraine",,child,wikidata
Q180589,Boris Johnson,4823,Q728063,Jo Johnson,,sibling,wikidata
Q21554127,Brampton Gurdon,6856,Q7345003,"Robert Gurdon, 1st Baron Cranworth",,child,wikidata
Q21554127,Brampton Gurdon,6856,Q11801484,John Gurdon Rebow,,sibling,wikidata
Q4957034,Brandon Rhys-Williams,2942,Q7321835,Rhys Rhys-Williams,,father,wikidata
Q4973233,Brograve Beauchamp,3138,Q5341831,Edward Beauchamp,,father,wikidata
Q4976602,"Brownlow Cecil, 4th Marquess of Exeter",1297,Q8006657,"William Cecil, 3rd Marquess of Exeter",,father,wikidata
Q4976602,"Brownlow Cecil, 4th Marquess of Exeter",1297,Q6679448,Lord John Joicey-Cecil,,sibling,wikidata
Q4980274,Bryan O'Loghlen,7083,Q7528339,"Sir Michael O'Loghlen, 1st Baronet",,father,wikidata
Q4980274,Bryan O'Loghlen,7083,Q7526358,"Sir Colman O'Loghlen, 2nd Baronet",,sibling,wikidata
Q5006934,C. W. Armstrong,6395,Q5718739,Henry Bruce Armstrong,,father,wikidata
Q5056078,"Cecil Foljambe, 1st Earl of Liverpool",1620,Q5481513,Francis Foljambe,,sibling,wikidata
Q5056111,"Cecil Harmsworth, 1st Baron Harmsworth",4260,Q6519187,Leicester Harmsworth,,sibling,wikidata
Q5056199,Cecil Lowther,7981,Q8014752,William Lowther,,father,wikidata
Q5056199,Cecil Lowther,7981,Q5725113,Henry Lowther,,grandparent,wikidata
Q5056199,Cecil Lowther,7981,Q5112765,Christopher Lowther,,nephew/niece,wikidata
Q5056199,Cecil Lowther,7981,Q1680725,"James William Lowther, 1st Viscount Ullswater",,sibling,wikidata
Q5056199,Cecil Lowther,7981,Q5725106,"Henry Lowther, 3rd Earl of Lonsdale",,uncle/aunt,wikidata
Q5074782,Charles A'Court,15,Q8020939,"William à Court-Holmes, 2nd Baron Heytesbury",6905,cousin,rush
Q4057244,Charles Adam,34,Q4020120,William Patrick Adam,,child,wikidata
Q728007,"Charles Anderson-Pelham, 2nd Earl of Yarborough",6256,Q5075117,"Charles Anderson-Pelham, 3rd Earl of Yarborough",,child,wikidata
Q728007,"Charles Anderson-Pelham, 2nd Earl of Yarborough",6256,Q5311943,Dudley Pelham,,sibling,wikidata
Q5075117,"Charles Anderson-Pelham, 3rd Earl of Yarborough",6258,Q728007,"Charles Anderson-Pelham, 2nd Earl of Yarborough",,father,wikidata
Q323773,Charles Beresford,2905,Q6221627,"John Beresford, 5th Marquess of Waterford",,sibling,wikidata
Q5075565,"Charles Berkeley, 3rd Baron FitzHardinge",6561,Q11771724,"Maurice Berkeley, 1st Baron FitzHardinge",,father,wikidata
Q5075565,"Charles Berkeley, 3rd Baron FitzHardinge",6561,Q5480202,"Francis Berkeley, 2nd Baron FitzHardinge",,sibling,wikidata
Q771694,"Charles Bingham, 4th Earl of Lucan",1222,Q5536981,"George Bingham, 5th Earl of Lucan",,child,wikidata
Q5589832,Charles Buller,6608,Q4800673,Arthur William Buller,,sibling,wikidata
Q5075948,Charles Buxton,1309,Q1645717,"Sydney Buxton, 1st Earl Buxton",,child,wikidata
Q5075948,Charles Buxton,1309,Q5591064,"Sir Thomas Buxton, 1st Baronet",,father,wikidata
Q18450,Charles Buxton,7801,Q334449,Thomas Fowell Buxton,,father,wikidata
Q18450,Charles Buxton,7801,Q16066171,"Sir Edward Buxton, 2nd Baronet",,grandparent,wikidata
Q5075948,Charles Buxton,1309,Q5342118,Edward Buxton,,nephew/niece,wikidata
Q5075948,Charles Buxton,1309,Q5480390,Francis Buxton,,nephew/niece,wikidata
Q5075948,Charles Buxton,1309,Q334449,Thomas Fowell Buxton,,nephew/niece,wikidata
Q5075948,Charles Buxton,1309,Q16066171,"Sir Edward Buxton, 2nd Baronet",,sibling,wikidata
Q18450,Charles Buxton,7801,Q2365347,Noel Noel-Buxton,,sibling,wikidata
Q18450,Charles Buxton,7801,Q5342118,Edward Buxton,,uncle/aunt,wikidata
Q18450,Charles Buxton,7801,Q5480390,Francis Buxton,,uncle/aunt,wikidata
Q5076054,Charles Calvert,,Q17153067,Nicolson Calvert,,sibling,wikidata
Q5076148,"Charles Cavendish, 1st Baron Chesham",6637,Q16063121,"William Cavendish, 2nd Baron Chesham",,child,wikidata
Q5076148,"Charles Cavendish, 1st Baron Chesham",6637,Q337887,"George Cavendish, 1st Earl of Burlington",,father,wikidata
Q5076148,"Charles Cavendish, 1st Baron Chesham",6637,Q5719237,Henry Cavendish,,sibling,wikidata
Q5076163,Charles Cecil Cotes,2831,Q26128201,John Cotes,,father,wikidata
Q5076220,"Charles Chetwynd-Talbot, 19th Earl of Shrewsbury",4475,Q93669,"Henry Chetwynd-Talbot, 18th Earl of Shrewsbury",,father,wikidata
Q5076220,"Charles Chetwynd-Talbot, 19th Earl of Shrewsbury",4475,Q19664755,Walter Carpenter,,sibling,wikidata
Q5076220,"Charles Chetwynd-Talbot, 19th Earl of Shrewsbury",4475,Q1477948,Reginald Talbot,,sibling,wikidata
Q26258111,Charles Clements,3519,Q8006887,"William Clements, 3rd Earl of Leitrim",,sibling,wikidata
Q26258111,Charles Clements,3519,Q24254896,Robert Clements,,sibling,wikidata
Q1063964,"Charles Cochrane-Baillie, 2nd Baron Lamington",1387,Q3610747,"Alexander Baillie-Cochrane, 1st Baron Lamington",,father,wikidata
Q1063964,"Charles Cochrane-Baillie, 2nd Baron Lamington",1387,Q7791336,Thomas Cochrane,,grandparent,wikidata
Q337704,"Charles Cripps, 1st Baron Parmoor",1856,Q332405,Stafford Cripps,,child,wikidata
Q5076584,Charles Cumming-Bruce,6601,Q7529613,"Sir William Gordon-Cumming, 2nd Baronet",,sibling,wikidata
Q5076611,Charles Cust,6695,Q4681850,"Adelbert Brownlow-Cust, 3rd Earl Brownlow",,nephew/niece,wikidata
Q5076611,Charles Cust,6695,Q6231485,"John Egerton, Viscount Alford",,sibling,wikidata
Q5076881,Charles Dillwyn-Venables-Llewellyn,6090,Q7527724,"Sir John Dillwyn-Llewellyn, 1st Baronet",,father,wikidata
Q5077003,"Charles Duncombe, 2nd Earl of Feversham",7382,Q8008117,"William Duncombe, Viscount Helmsley",,father,wikidata
Q5077003,"Charles Duncombe, 2nd Earl of Feversham",7382,Q8008114,"William Duncombe, 1st Earl of Feversham",,grandparent,wikidata
Q5077003,"Charles Duncombe, 2nd Earl of Feversham",7382,Q26129113,Hubert Duncombe,,uncle/aunt,wikidata
Q16066415,"Charles Evelyn Pierrepont, Viscount Newark",9404,Q5081660,"Charles Pierrepont, 4th Earl Manvers",,nephew/niece,wikidata
Q16066415,"Charles Evelyn Pierrepont, Viscount Newark",9404,Q7660092,"Sydney Pierrepont, 3rd Earl Manvers",,sibling,wikidata
Q5077684,"Charles FitzGerald, 4th Duke of Leinster",4594,Q6679840,Lord Otho FitzGerald,,sibling,wikidata
Q560595,Charles FitzRoy,,Q213756,Robert FitzRoy,,sibling,wikidata
Q5077724,Charles Forbes,,Q24568591,John Forbes,,child,wikidata
Q5077866,Charles Frederick White,7794,Q15998908,Charles Frederick White,,child,wikidata
Q15998908,Charles Frederick White,8425,Q5077866,Charles Frederick White,,father,wikidata
Q5077886,Charles Frewen,4040,Q6911461,Moreton Frewen,,nephew/niece,wikidata
Q5077886,Charles Frewen,4040,Q26293147,Thomas Turner,,sibling,wikidata
Q167386,Charles Gavan Duffy,3798,Q1507405,George Gavan Duffy,,child,wikidata
Q17027787,Charles George Tottenham,2776,Q24568666,Charles Tottenham,,father,wikidata
Q333488,"Charles Gordon-Lennox, 6th Duke of Richmond",9033,Q6852229,Lord Walter Gordon-Lennox,,child,wikidata
Q333488,"Charles Gordon-Lennox, 6th Duke of Richmond",9033,Q333879,"Charles Gordon-Lennox, 7th Duke of Richmond",,child,wikidata
Q333488,"Charles Gordon-Lennox, 6th Duke of Richmond",9033,Q3784916,Lord Henry Lennox,,sibling,wikidata
Q333488,"Charles Gordon-Lennox, 6th Duke of Richmond",9033,Q3610759,Lord Alexander Gordon-Lennox,,sibling,wikidata
Q333488,"Charles Gordon-Lennox, 6th Duke of Richmond",9033,Q3760464,Lord George Gordon-Lennox,,sibling,wikidata
Q333879,"Charles Gordon-Lennox, 7th Duke of Richmond",2570,Q333488,"Charles Gordon-Lennox, 6th Duke of Richmond",,father,wikidata
Q333879,"Charles Gordon-Lennox, 7th Duke of Richmond",2570,Q6852229,Lord Walter Gordon-Lennox,,sibling,wikidata
Q333452,"Charles Grant, 1st Baron Glenelg",6832,Q2157350,Robert Grant,,sibling,wikidata
Q5078424,Charles Grenfell,6841,Q5722211,Henry Grenfell,,child,wikidata
Q5078424,Charles Grenfell,6841,Q5078425,Charles Grenfell,,child,wikidata
Q5078425,Charles Grenfell,6842,Q333887,"William Grenfell, 1st Baron Desborough",,child,wikidata
Q5078425,Charles Grenfell,6842,Q5078424,Charles Grenfell,,father,wikidata
Q5078424,Charles Grenfell,6841,Q5343174,"Edward Grenfell, 1st Baron St Just",,grandchild,wikidata
Q5078424,Charles Grenfell,6841,Q333887,"William Grenfell, 1st Baron Desborough",,grandchild,wikidata
Q5078425,Charles Grenfell,6842,Q5343174,"Edward Grenfell, 1st Baron St Just",,nephew/niece,wikidata
Q5078425,Charles Grenfell,6842,Q5722211,Henry Grenfell,,sibling,wikidata
Q5078440,Charles Grey,6846,Q333336,"Albert Grey, 4th Earl Grey",,child,wikidata
Q5078440,Charles Grey,6846,Q320291,"Henry Grey, 3rd Earl Grey",,sibling,wikidata
Q17198948,Charles Griffith-Wynne,,Q14945475,Charles Wynne,,child,wikidata
Q5077407,Charles Hambro,7375,Q4764262,Angus Hambro,,sibling,wikidata
Q5078742,"Charles Hanbury-Tracy, 1st Baron Sudeley",7290,Q5722542,Henry Hanbury-Tracy,,child,wikidata
Q5078743,"Charles Hanbury-Tracy, 4th Baron Sudeley",2214,Q7790384,,,father,wikidata
Q5078743,"Charles Hanbury-Tracy, 4th Baron Sudeley",2214,Q5497958,Frederick Hanbury-Tracy,,sibling,wikidata
Q5078764,"Charles Hardinge, 2nd Viscount Hardinge",4253,Q332793,"Henry Hardinge, 1st Viscount Hardinge",,father,wikidata
Q5078764,"Charles Hardinge, 2nd Viscount Hardinge",4253,Q7965251,"Walter James, 2nd Baron Northbourne",,nephew/niece,wikidata
Q5078764,"Charles Hardinge, 2nd Viscount Hardinge",4253,Q7965252,"Walter James, 1st Baron Northbourne",,sibling,wikidata
Q5078951,Charles Henry Lyell,7603,Q6525517,"Leonard Lyell, 1st Baron Lyell",,father,wikidata
Q5078970,Charles Henry Roberts,7798,Q8001983,Wilfrid Roberts,,child,wikidata
Q5078985,Charles Henry Williams,1052,Q7526795,"Sir Frederick Williams, 2nd Baronet",,sibling,wikidata
Q5079116,Charles Hope,9017,Q7790796,Thomas Hope,,child,wikidata
Q5079116,Charles Hope,9017,Q6136223,James Hope,,sibling,wikidata
Q5079173,Charles Howard,2311,Q337630,"George Howard, 9th Earl of Carlisle",,child,wikidata
Q5079173,Charles Howard,2311,Q337615,"Charles Howard, 10th Earl of Carlisle",,grandchild,wikidata
Q5079173,Charles Howard,2311,Q5534679,Geoffrey Howard,,grandchild,wikidata
Q5079173,Charles Howard,2311,Q2079517,"George Howard, 7th Earl of Carlisle",,sibling,wikidata
Q5079173,Charles Howard,2311,Q5343513,"Edward Howard, 1st Baron Lanerton",,sibling,wikidata
Q337615,"Charles Howard, 10th Earl of Carlisle",5117,Q337630,"George Howard, 9th Earl of Carlisle",,father,wikidata
Q337615,"Charles Howard, 10th Earl of Carlisle",5117,Q5079173,Charles Howard,,grandparent,wikidata
Q337615,"Charles Howard, 10th Earl of Carlisle",5117,Q5534679,Geoffrey Howard,,sibling,wikidata
Q5079163,"Charles Howard, 17th Earl of Suffolk",3021,Q13582499,"Henry Howard, 18th Earl of Suffolk",,child,wikidata
Q5079163,"Charles Howard, 17th Earl of Suffolk",3021,Q6136292,James Howard,,sibling,wikidata
Q5079163,"Charles Howard, 17th Earl of Suffolk",3021,Q5729143,Henry Thomas Howard,,sibling,wikidata
Q5079274,Charles Ichabod Wright,1090,Q5728455,Henry Smith Wright,,sibling,wikidata
Q5079478,Charles Jasper Selwyn,7195,Q5083588,Charles William Selwyn,,child,wikidata
Q5079549,Charles John Wingfield,1074,Q7323926,Richard Wingfield-Baker,,sibling,wikidata
Q5079740,Charles Kemeys-Tynte,6064,Q5079532,Charles Kemeys-Tynte,,child,wikidata
Q5079532,Charles Kemeys-Tynte,6063,Q5079740,Charles Kemeys-Tynte,,father,wikidata
Q21548516,Charles Knightley,6966,Q7284541,"Rainald Knightley, 1st Baron Knightley",,child,wikidata
Q5080257,Charles Lindsay,2473,Q6128537,James Lindsay,,sibling,wikidata
Q5080266,Charles Lindsay Orr-Ewing,1999,Q5982042,Ian Orr-Ewing,,child,wikidata
Q5080266,Charles Lindsay Orr-Ewing,1999,Q7526041,"Sir Archibald Orr-Ewing, 1st Baronet",,father,wikidata
Q18670887,Charles Lushington,4786,Q7609831,Stephen Lushington,,sibling,wikidata
Q1026930,"Charles Lyttelton, 8th Viscount Cobham",2507,Q6245664,"John Lyttelton, 9th Viscount Cobham",,child,wikidata
Q1026930,"Charles Lyttelton, 8th Viscount Cobham",2507,Q2892622,"Oliver Lyttelton, 1st Viscount Chandos",,nephew/niece,wikidata
Q1026930,"Charles Lyttelton, 8th Viscount Cobham",2507,Q3395941,Alfred Lyttelton,,sibling,wikidata
Q5080630,Charles Manners Lushington,4789,Q7610422,Stephen Rumbold Lushington,,father,wikidata
Q3666446,"Charles Manners, 6th Duke of Rutland",9011,Q13529987,Lord Cecil Manners,,nephew/niece,wikidata
Q3666446,"Charles Manners, 6th Duke of Rutland",9011,Q3784973,"Henry Manners, 8th Duke of Rutland",,nephew/niece,wikidata
Q3666446,"Charles Manners, 6th Duke of Rutland",9011,Q6679211,Lord Edward Manners,,nephew/niece,wikidata
Q3666446,"Charles Manners, 6th Duke of Rutland",9011,Q13529986,Lord George Manners,,sibling,wikidata
Q3666446,"Charles Manners, 6th Duke of Rutland",9011,Q2086683,"John Manners, 7th Duke of Rutland",,sibling,wikidata
Q334203,"Charles Manners-Sutton, 1st Viscount Canterbury",5929,Q334234,"John Manners-Sutton, 3rd Viscount Canterbury",,child,wikidata
Q5075009,Charles Marjoribanks,7010,Q5239121,"David Robertson, 1st Baron Marjoribanks",,sibling,wikidata
Q5080735,Charles Maule Ramsay,7621,Q6254150,"John Ramsay, 13th Earl of Dalhousie",,sibling,wikidata
Q5080854,"Charles McLaren, 1st Baron Aberconway",7651,Q5725740,Henry McLaren,,child,wikidata
Q5080854,"Charles McLaren, 1st Baron Aberconway",7651,Q5481905,Francis McLaren,,child,wikidata
Q5080854,"Charles McLaren, 1st Baron Aberconway",7651,Q5314516,Duncan McLaren,,father,wikidata
Q5080854,"Charles McLaren, 1st Baron Aberconway",7651,Q6776167,Martin McLaren,,grandchild,wikidata
Q5080854,"Charles McLaren, 1st Baron Aberconway",7651,Q7965601,Walter McLaren,,sibling,wikidata
Q5080854,"Charles McLaren, 1st Baron Aberconway",7651,Q6248044,John McLaren,,sibling,wikidata
Q5080952,"Charles Mills, 1st Baron Hillingdon",2606,Q5080955,"Charles Mills, 2nd Baron Hillingdon",,child,wikidata
Q5080952,"Charles Mills, 1st Baron Hillingdon",2606,Q4799734,"Arthur Mills, 3rd Baron Hillingdon",,grandchild,wikidata
Q5080952,"Charles Mills, 1st Baron Hillingdon",2606,Q5082918,Charles Thomas Mills,,grandchild,wikidata
Q5080955,"Charles Mills, 2nd Baron Hillingdon",2607,Q4799734,"Arthur Mills, 3rd Baron Hillingdon",,child,wikidata
Q5080955,"Charles Mills, 2nd Baron Hillingdon",2607,Q5082918,Charles Thomas Mills,,child,wikidata
Q5080955,"Charles Mills, 2nd Baron Hillingdon",2607,Q5080952,"Charles Mills, 1st Baron Hillingdon",,father,wikidata
Q5078003,Charles Milnes Gaskell,1666,Q6139821,James Milnes Gaskell,,father,wikidata
Q5081069,"Charles Morgan, 1st Baron Tredegar",7050,Q5576507,"Godfrey Morgan, 1st Viscount Tredegar",,child,wikidata
Q5081069,"Charles Morgan, 1st Baron Tredegar",7050,Q5497586,Frederick Courtenay Morgan,,child,wikidata
Q5081069,"Charles Morgan, 1st Baron Tredegar",7050,Q5082144,Charles Rodney Morgan,,child,wikidata
Q5081069,"Charles Morgan, 1st Baron Tredegar",7050,Q5081341,Octavius Morgan,,sibling,wikidata
Q15990183,Charles Morley,1991,Q7412225,Samuel Morley,,father,wikidata
Q15990183,Charles Morley,1991,Q4795181,Arnold Morley,,sibling,wikidata
Q5081098,Charles Morris,8429,Q333326,"Estelle Morris, Baroness Morris of Yardley",,child,wikidata
Q5081098,Charles Morris,8429,Q336911,Alf Morris,,sibling,wikidata
Q5081103,Charles Morrison,8423,Q6249506,"John Morrison, 1st Baron Margadale",,father,wikidata
Q5081103,Charles Morrison,8423,Q5932043,Hugh Morrison,,grandparent,wikidata
Q5081103,Charles Morrison,8423,Q7175955,Peter Morrison,,sibling,wikidata
Q5081248,Charles N. P. Phipps,2758,Q5081537,Charles Paul Phipps,,father,wikidata
Q5081258,"Charles Noel, 2nd Earl of Gainsborough",7070,Q5393618,Ernest Noel,2666,cousin,rush
Q5081258,"Charles Noel, 2nd Earl of Gainsborough",7070,Q13530009,Gerard Noel,,sibling,wikidata
Q5081398,Charles Owen O'Conor,2683,Q5257434,Denis O'Conor,,father,wikidata
Q5081398,Charles Owen O'Conor,2683,Q5257380,Denis Maurice O'Conor,,sibling,wikidata
Q5081537,Charles Paul Phipps,2759,Q5081248,Charles N. P. Phipps,,child,wikidata
Q5081660,"Charles Pierrepont, 4th Earl Manvers",2659,Q7660092,"Sydney Pierrepont, 3rd Earl Manvers",,father,wikidata
Q5081706,"Charles Ponsonby, 2nd Baron de Mauley",5429,Q8016999,"William Ponsonby, 1st Baron de Mauley",,father,wikidata
Q5081706,"Charles Ponsonby, 2nd Baron de Mauley",5429,Q4805554,Ashley Ponsonby,,sibling,wikidata
Q21079151,Charles Powell Leslie,2457,Q7527888,"Sir John Leslie, 1st Baronet",,sibling,wikidata
Q5081999,"Charles Rhys, 8th Baron Dynevor",5561,Q7965958,"Walter Rice, 7th Baron Dynevor",,father,wikidata
Q5082144,Charles Rodney Morgan,7051,Q5081069,"Charles Morgan, 1st Baron Tredegar",,father,wikidata
Q5082144,Charles Rodney Morgan,7051,Q5576507,"Godfrey Morgan, 1st Viscount Tredegar",,sibling,wikidata
Q5082144,Charles Rodney Morgan,7051,Q5497586,Frederick Courtenay Morgan,,sibling,wikidata
Q5082431,Charles Seely,833,Q7526292,"Sir Charles Seely, 1st Baronet",,child,wikidata
Q5082431,Charles Seely,833,Q7526294,"Sir Charles Seely, 2nd Baronet",,grandchild,wikidata
Q5082431,Charles Seely,833,Q6105456,"John Seely, 1st Baron Mottistone",,grandchild,wikidata
Q205777,"Charles Shaw-Lefevre, 1st Viscount Eversley",7202,Q5544472,"George Shaw-Lefevre, 1st Baron Eversley",,nephew/niece,wikidata
Q205777,"Charles Shaw-Lefevre, 1st Viscount Eversley",7202,Q6257470,John Shaw-Lefevre,,sibling,wikidata
Q1066568,Charles Sibthorp,5742,Q26292488,Gervaise Waldo-Sibthorp,,child,wikidata
Q5082570,"Charles Somers-Cocks, 3rd Earl Somers",3842,Q6258484,"John Somers-Cocks, 2nd Earl Somers",,father,wikidata
