politician_id,politician_name,rushid,has_relative,n_relatives_detected,multiple_relatives,closeness,relation_types,relative_chamber,peerage_linked_flag,relative_sources,relative_examples
Q13529965,Joseph Lawrence,7689,0,0,0,,,,1,,
Q13529967,John Lees-Jones,4681,0,0,0,,,,0,,
Q13529968,Harry Legge-Bourke,4686,0,0,0,,,,1,,
Q13529970,Mark Lennox-Boyd,4702,1,1,0,parent,parent;child,HoC,1,panel;rush,"Alan Lennox-Boyd, 1st Viscount Boyd of Merton"
Q13529973,Godfrey Locker-Lampson,4735,1,1,0,sibling,sibling,HoC,1,panel;rush,Oliver Locker-Lampson
Q13529974,"Richard Long, 3rd Viscount Long",8185,1,3,1,child,child;grandchild;niece/nephew,HoC,1,panel,"Walter Long, 1st Viscount Long;Richard Chaloner, 1st Baron Gisborough;Richard Penruddocke Long"
Q13529976,Malcolm Low,2492,0,0,0,,,,1,,
Q13529977,John Lowles,2494,0,0,0,,,,0,,
Q13529978,Hugh Lucas-Tooth,5156,0,0,0,,,,1,,
Q13529979,"Charles MacAndrew, 1st Baron MacAndrew",4825,1,1,0,sibling,sibling,HoC,1,rush,James Orr MacAndrew
Q13529980,Ian MacArthur,4826,0,0,0,,,,0,,
Q13529984,"Sir Harry Mallaby-Deeley, 1st Baronet",4902,0,0,0,,,,0,,
Q13529986,Lord George Manners,2567,1,7,1,sibling,sibling;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Lord Cecil Manners;Lord Charles Manners;John Manners, 7th Duke of Rutland;Charles Manners, 6th Duke of Rutland;Henry Manners, 8th Duke of Rutland;Lord Edward Manners;Lord Robert Manners"
Q13529987,Lord Cecil Manners,7630,1,5,1,parent,parent;child;sibling;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Lord George Manners;John Manners, 7th Duke of Rutland;Charles Manners, 6th Duke of Rutland;Henry Manners, 8th Duke of Rutland;Lord Edward Manners"
Q13529988,Paul Marland,4931,0,0,0,,,,0,,
Q13529989,Michael Mates,475,0,0,0,,,,0,,
Q13529991,Forster Alleyne McGeachy,4998,0,0,0,,,,0,,
Q13529992,Richard Meller,8188,0,0,0,,,,0,,
Q13529993,"Sir Frank Meyer, 2nd Baronet",5053,1,1,0,parent,parent;child,HoC,1,panel;rush,"Sir Anthony Meyer, 3rd Baronet"
Q13529994,Iain Mills,9325,0,0,0,,,,0,,
Q13529996,Victor Milward,2609,0,0,0,,,,0,,
Q13529997,"Hugh Molson, Baron Molson",5079,1,1,0,parent,parent;child,HoC,1,panel;rush,John Elsdale Molson
Q13529998,John Elsdale Molson,5080,1,1,0,parent,parent;child,HoC,0,panel;rush,"Hugh Molson, Baron Molson"
Q13529999,"Sir Philip Muntz, 1st Baronet",2100,1,2,1,parent,parent;child;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,George Frederick Muntz;Philip Henry Muntz
Q13530001,John Macnamara,4869,0,0,0,,,,0,,
Q13530002,"Sir Joseph Nall, 1st Baronet",5172,0,0,0,,,,1,,
Q13530004,Percy Newson,5203,0,0,0,,,,1,,
Q13530007,William Newzam Nicholson,2663,0,0,0,,,,1,,
Q13530008,Robert Nisbet-Hamilton,5216,0,0,0,,,,1,,
Q13530009,Gerard Noel,2667,1,3,1,sibling,sibling;indirect,HoC,1,panel;rush,"Charles Noel, 2nd Earl of Gainsborough;Ernest Noel;Sir Gerard Noel, 2nd Baronet"
Q13530011,John James Oddy,5270,0,0,0,,,,0,,
Q13530012,Phillip Oppenheim,5285,1,1,0,parent,parent;child,HoC,1,panel;rush,"Sally Oppenheim-Barnes, Baroness Oppenheim-Barnes"
Q13530013,"Ian Orr-Ewing, Baron Orr-Ewing",8427,0,0,0,,,,1,,
Q13530014,James Francis Oswald,2710,0,0,0,,,,0,,
Q13530016,Norman Pannell,5315,0,0,0,,,,0,,
Q13530019,Elizabeth Peacock,9358,0,0,0,,,,0,,
Q13530020,"Charles Pearson, Lord Pearson",2735,0,0,0,,,,0,,
Q13530021,"Thomas Pemberton Leigh, 1st Baron Kingsdown",7117,0,0,0,,,,1,,
Q13530022,John Penn,1872,1,1,0,indirect,indirect,HoC,0,rush,George Frederic Stewart Bowles
Q13530024,James Pitman,5409,0,0,0,,,,1,,
Q13530025,"Ernest Pollock, 1st Viscount Hanworth",7879,0,0,0,,,,1,,
Q13530027,Alexander Ramsay,7719,0,0,0,,,,0,,
Q13530028,Gervais Rentoul,7953,1,1,0,parent,parent,HoC,0,rush,James Rentoul
Q13530029,James Rentoul,2027,1,1,0,child,child,HoC,0,rush,Gervais Rentoul
Q13530031,Marion Roe,580,0,0,0,,,,0,,
Q13530033,William Anderson Rose,5616,0,0,0,,,,0,,
Q13530034,Lionel Nathan de Rothschild,3704,0,0,0,,,,1,,
Q13530035,Percy Royds,8165,0,0,0,,,,1,,
Q13530036,Hamer Field Russell,7965,0,0,0,,,,0,,
Q13530037,Marcus Reginald Anthony Samuel,8132,0,0,0,,,,0,,
Q13530038,Samuel Samuel,9445,0,0,0,,,,1,,
Q13530040,James Scott-Hopkins,5689,0,0,0,,,,0,,
Q13530041,Harold Smith,7967,0,0,0,,,,0,,
Q13530042,Henry Spence,5820,0,0,0,,,,0,,
Q13530045,"Patrick Spens, 1st Baron Spens",5825,0,0,0,,,,1,,
Q13530046,Ivor Stanbrook,5843,0,0,0,,,,0,,
Q13530047,Marshall Stevens,5870,0,0,0,,,,0,,
Q13530048,Harold Macdonald Steward,5875,0,0,0,,,,0,,
Q13530049,John Stradling Thomas,2966,0,0,0,,,,0,,
Q13530050,Henry Stuart,7251,0,0,0,,,,0,,
Q13530051,"Sir Henry Studholme, 1st Baronet",5907,0,0,0,,,,1,,
Q13530052,Peter Sturrock,910,0,0,0,,,,0,,
Q13530053,Harold Sutcliffe,9249,0,0,0,,,,0,,
Q13530055,John Ellis Talbot,8695,0,0,0,,,,0,,
Q13530057,Thomas Tickler,5989,0,0,0,,,,0,,
Q13530058,John Tilney,5995,0,0,0,,,,1,,
Q13530060,Michael Trend,672,0,0,0,,,,0,,
Q13530061,"John Vaughan-Morgan, Baron Reigate",6089,1,1,0,parent,parent;child,HoC,1,panel;rush,Kenyon Vaughan-Morgan
Q13530063,Harry Spencer Waddington,9119,1,3,1,sibling,sibling;grandchild;indirect,HoC,0,rush,"Richard Monckton Milnes, 1st Baron Houghton;Spencer Horsey de Horsey;Thomas Thornhill"
Q13530064,Jonah Walker-Smith,6120,1,1,0,parent,parent;child,HoC,1,panel;rush,"Derek Walker-Smith, Baron Broxbourne"
Q13530066,"Sir Charles Welby, 5th Baronet",7638,1,4,1,parent,parent;child;grandparent;grandchild;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Lord Augustus Hervey;Alfred Welby;Sir Glynne Welby, 3rd Baronet;Sir William Welby-Gregory, 4th Baronet"
Q13530067,John Wells,6746,0,0,0,,,,1,,
Q13530069,John Wheeler,6180,0,0,0,,,,0,,
Q13530070,John Whitfield,6186,0,0,0,,,,0,,
Q13530071,Henry Wickham Wickham,7348,0,0,0,,,,0,,
Q13530072,Jerry Wiggin,8387,1,1,0,parent,parent;child,HoC,1,panel;rush,Bill Wiggin
Q13530073,"Sir Henry Wilmot, 5th Baronet",1066,0,0,0,,,,1,,
Q13530074,Nicholas Wood,1082,0,0,0,,,,0,,
Q13530075,John Woollam,6249,0,0,0,,,,0,,
Q13530076,"Norman Wylie, Lord Wylie",6414,0,0,0,,,,0,,
Q13530077,Henry Wyndham,6313,1,4,1,sibling,sibling;niece/nephew;indirect,HoC,1,panel;rush,"George Wyndham;Charles Wyndham;Henry Wyndham, 2nd Baron Leconfield;Percy Wyndham"
Q13530078,"Sir William Younger, 1st Baronet, of Auchen Castle",2063,1,1,0,indirect,indirect,HoC,1,rush,Robert Gunter
Q13533665,James Francis Hogan,2287,0,0,0,,,,0,,
Q1355040,"Sir George Cockburn, 10th Baronet",3542,0,0,0,,,,1,,
Q1356246,Ernest Blythe,3243,0,0,0,,,,0,,
Q13581086,"John St Aubyn, 1st Baron St Levan",811,1,1,0,indirect,indirect,HoC,1,rush,"John Townshend, 4th Marquess Townshend"
Q13582499,"Henry Howard, 18th Earl of Suffolk",3022,1,3,1,parent,parent;child;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Charles Howard, 17th Earl of Suffolk;Henry Thomas Howard;James Howard"
Q13582500,"Henry Paget, 2nd Marquess of Anglesey",,1,6,1,parent,parent;sibling;uncle/aunt,HoC,1,panel,"Lord George Paget;Lord Alfred Paget;Almeric Paget, 1st Baron Queenborough;Henry Paget, 3rd Marquess of Anglesey;Clarence Paget;William Paget"
Q13592719,"Sir James Horlick, 4th Baronet",4413,0,0,0,,,,1,,
Q1364848,George Grote,4188,0,0,0,,,,0,,
Q1369396,Robert Steuart,5869,0,0,0,,,,0,,
Q1372753,John Henry Gurney Sr.,6857,0,0,0,,,,1,,
Q1379003,John McAllion,480,0,0,0,,,,0,,
Q137911,"Joyce Quin, Baroness Quin",565,0,0,0,,,,1,,
Q1379995,"Jeff Rooker, Baron Rooker",582,0,0,0,,,,1,,
Q138192,"Giles Radice, Baron Radice",567,0,0,0,,,,1,,
Q138559,Lord William Bentinck,6557,1,3,1,niece/nephew,niece/nephew,HoC,1,rush,Lord George Bentinck;George Cavendish-Bentinck;Lord Henry Bentinck
Q1386511,"Ronald Munro Ferguson, 1st Viscount Novar",2138,1,2,1,child,child;grandchild,HoC,1,panel,Robert Ferguson;Ronald Craufurd Ferguson
Q1387994,Michael Davitt,1463,0,0,0,,,,0,,
Q1398423,Terence MacSwiney,4882,0,0,0,,,,1,,
Q1415207,Reginald Hall,8353,0,0,0,,,,1,,
Q1418483,Geraint Howells,9247,0,0,0,,,,1,,
Q1418573,Fionán Lynch,4798,0,0,0,,,,0,,
Q1419462,"Terence Boston, Baron Boston of Faversham",3267,0,0,0,,,,1,,
Q1441538,Francis Goldsmid,1695,1,2,1,sibling,sibling;niece/nephew,HoC,1,rush,Julian Goldsmid;Frederick Goldsmid
Q1441667,Francis Newdegate,2101,1,1,0,indirect,indirect,HoC,1,rush,Charles Newdigate Newdegate
Q1443517,"Frank Judd, Baron Judd",4540,0,0,0,,,,1,,
Q1443717,Frank Maguire,8758,0,0,0,,,,0,,
Q1474995,"Ian Stewart, Baron Stewartby",8412,0,0,0,,,,1,,
Q1477948,Reginald Talbot,928,1,3,1,parent,parent;child;sibling,HoC,1,panel;rush,"Walter Carpenter;Charles Chetwynd-Talbot, 19th Earl of Shrewsbury;Henry Chetwynd-Talbot, 18th Earl of Shrewsbury"
Q149062,Samuel Morton Peto,5378,1,3,1,parent,parent;grandparent,HoC,1,panel,"John Peto;Basil Peto;Sir Christopher Peto, 3rd Baronet"
Q1494468,"Robert Maclennan, Baron Maclennan of Rogart",455,0,0,0,,,,1,,
Q14945394,Henry George Allen,801,0,0,0,,,,1,,
Q14945396,"William Amherst, 2nd Earl Amherst",,1,1,0,parent,parent,HoC,1,panel,"William Amherst, 3rd Earl Amherst"
Q14945417,"Robert Grosvenor, 1st Baron Ebury",6851,1,5,1,parent,parent;child;sibling;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Hugh Grosvenor, 1st Duke of Westminster;Richard Grosvenor, 2nd Marquess of Westminster;Norman Grosvenor;Richard Grosvenor, 1st Baron Stalbridge;Robert Grosvenor, 2nd Baron Ebury"
Q14945434,"Sir Berkeley Guise, 2nd Baronet",4199,0,0,0,,,,1,,
Q14945472,Henry Wyndham West,1021,0,0,0,,,,1,,
Q14945475,Charles Wynne,6273,1,1,0,child,child,HoC,1,panel,Charles Griffith-Wynne
Q14945476,Ryland Adkins,57,0,0,0,,,,0,,
Q14945620,Harry Trelawney Eve,3906,0,0,0,,,,0,,
Q14945625,Henry Maden,7975,0,0,0,,,,0,,
Q14945676,William Bowen Rowlands,789,0,0,0,,,,0,,
Q14945723,Henry Yorke Stanger,5847,0,0,0,,,,0,,
Q14946689,Ted Garrett,4065,0,0,0,,,,0,,
Q14946890,Percy Molteno,5081,0,0,0,,,,1,,
Q14946953,John Lee,8716,0,0,0,,,,0,,
Q14948811,John Nicolson,9638,0,0,0,,,,0,,
Q14948913,Richard Davey,6701,0,0,0,,,,0,,
Q14948945,"William Grant, Lord Grant",8948,0,0,0,,,,0,,
Q14948955,James Hogge,4393,0,0,0,,,,0,,
Q14949006,John Potter,7132,1,1,0,sibling,sibling,HoC,1,panel,Thomas Bayley Potter
Q14949041,John Shiress Will,1049,0,0,0,,,,0,,
Q14949124,John Alfred Lush,2502,0,0,0,,,,0,,
Q14949160,Robert James McMordie,5019,0,0,0,,,,0,,
Q1502976,Geoffrey Finsberg,3973,0,0,0,,,,1,,
Q1503024,"Geoffrey Lofthouse, Baron Lofthouse of Pontefract",4741,0,0,0,,,,1,,
Q15039914,Henry Maitland Clark,8600,0,0,0,,,,1,,
Q15039933,John George,9010,0,0,0,,,,1,,
Q15039947,Hugh Holmes,2298,0,0,0,,,,0,,
Q15039950,Henry Singer Keating,4546,0,0,0,,,,1,,
Q15039959,James Godfrey MacManaway,4863,0,0,0,,,,1,,
Q15039961,James Patrick Mahon,2556,0,0,0,,,,0,,
Q15040004,Stephen Woulfe,6264,1,1,0,grandchild,grandchild,HoC,0,rush,Edward Sheil
Q15047180,Maria Fyfe,292,0,0,0,,,,0,,
Q15047465,John Sutherland,7542,0,0,0,,,,0,,
Q15052587,Herbert Dunnico,3824,0,0,0,,,,0,,
Q15054299,"Anthony Greenwood, Baron Greenwood of Rossendale",4163,1,1,0,parent,parent;child,HoC,1,panel;rush,Arthur Greenwood
Q15055971,"Harold Davies, Baron Davies of Leek",8582,0,0,0,,,,1,,
Q15056719,Purcell O'Gorman,2691,0,0,0,,,,0,,
Q1506864,George Anson,6295,1,3,1,uncle/aunt,uncle/aunt;niece/nephew,HoC,1,rush,"George Anson;Augustus Anson;Thomas Anson, 2nd Earl of Lichfield"
Q1506865,George Anson,6294,1,3,1,niece/nephew,niece/nephew;great-niece/nephew,HoC,1,rush,"George Anson;Augustus Anson;Thomas Anson, 2nd Earl of Lichfield"
Q1506930,George Balfour,6489,0,0,0,,,,0,,
Q15070089,"Sir Frank Newnes, 2nd Baronet",7571,1,1,0,parent,parent,HoC,0,rush,George Newnes
Q15070130,John Pardoe,5317,0,0,0,,,,0,,
Q15070153,Alfred Broughton,3367,0,0,0,,,,0,,
Q1507209,"George Delacourt-Smith, Baron Delacourt-Smith",8426,0,0,0,,,,1,,
Q15072586,J. R. M. Butler,9182,0,0,0,,,,1,,
Q15072591,James Bucknall Bucknall Estcourt,3897,1,2,1,parent,parent;sibling,HoC,0,rush,Thomas Grimston Estcourt;Thomas Sotheron-Estcourt
Q15072599,Lord Ernest Hamilton,1764,1,8,1,sibling,sibling;uncle/aunt;indirect,HoC,1,panel;rush,"Lord Frederick Spencer Hamilton;Lord Claud Hamilton;James Hamilton, 3rd Duke of Abercorn;Lord George Hamilton;James Hamilton, 2nd Duke of Abercorn;James Hamilton, 5th Duke of Abercorn;James Hans Hamilton;Lord Claud Hamilton"
Q15072603,John Robert Hollond,2296,0,0,0,,,,1,,
Q15072628,Arthur Walters Wills,7538,0,0,0,,,,0,,
Q1507362,"George Foulkes, Baron Foulkes of Cumnock",288,0,0,0,,,,1,,
Q1507405,George Gavan Duffy,3797,1,1,0,child,child;indirect,HoC,1,panel;rush,Charles Gavan Duffy
Q1507828,"George Mackie, Baron Mackie of Benshie",8562,1,1,0,sibling,sibling,HoC,1,panel;rush,"John Mackie, Baron John-Mackie"
Q1508011,"George Osborne, 10th Duke of Leeds",1334,0,0,0,,,,1,,
Q1508161,George Rennie,5550,0,0,0,,,,0,,
Q1508489,George Walden,6114,0,0,0,,,,0,,
Q1508595,"George Wigg, Baron Wigg",6194,0,0,0,,,,1,,
Q1508664,"George Younger, 1st Viscount Younger of Leckie",6358,1,2,1,grandchild,grandchild;indirect,HoC,1,rush,"George Younger, 4th Viscount Younger of Leckie;Kenneth Younger"
Q1510187,Gerard Smith,7212,1,6,1,parent,parent;child;grandparent;grandchild;uncle/aunt;niece/nephew;cousin,HoC,1,panel;rush,"Sir Matthew White Ridley, 4th Baronet;John Abel Smith;John Smith;Martin Tucker Smith;Matthew White Ridley, 1st Viscount Ridley;Sir Matthew White Ridley, 3rd Baronet"
Q15103444,William R. O'Byrne,2678,0,0,0,,,,0,,
Q15109490,Evan Durbin,3827,0,0,0,,,,0,,
Q15109496,Julian Goldsmid,1696,1,2,1,parent,parent;uncle/aunt,HoC,1,rush,Francis Goldsmid;Frederick Goldsmid
Q15109540,Henry Winterbotham,1079,1,1,0,sibling,sibling,HoC,0,rush,Arthur Winterbotham
Q15207882,"Michael Winstanley, Baron Winstanley",6232,0,0,0,,,,1,,
Q15229376,"Lena Jeger, Baroness Jeger",4508,1,1,0,spouse,spouse,HoC,1,rush,Santo Jeger
Q15260662,Abraham Wildey Robarts,5588,0,0,0,,,,0,,
Q1528561,Ivor Bulmer-Thomas,8635,0,0,0,,,,0,,
Q1530652,Charles Pearson,7107,0,0,0,,,,0,,
Q1533969,"Sally Oppenheim-Barnes, Baroness Oppenheim-Barnes",5284,1,1,0,parent,parent;child,HoC,1,panel;rush,Phillip Oppenheim
Q153454,Diane Abbott,7,0,0,0,,,,0,,
Q1536928,Richard Bell,7454,0,0,0,,,,0,,
Q1537987,Gordon Campbell,7959,1,1,0,sibling,sibling,HoC,1,panel;rush,"Sir Edward Campbell, 1st Baronet"
Q1541974,"Graham Tope, Baron Tope",6008,0,0,0,,,,1,,
Q15433949,Thomas Law Hodges,4388,1,1,0,child,child,HoC,1,rush,Thomas Twisden Hodges
Q15434224,John Benjamin Smith,872,1,1,0,indirect,indirect,HoC,0,rush,Edwin Durning-Lawrence
Q15434977,Henry Lee,2441,0,0,0,,,,0,,
Q15435293,James Nicholson Richardson,759,0,0,0,,,,0,,
Q15437271,Charles Edward Grey,6847,0,0,0,,,,0,,
Q15439243,James Campbell Ker,8037,0,0,0,,,,0,,
Q15439295,Patrick Carvill,2029,0,0,0,,,,0,,
Q15439646,Alexander MacCallum Scott,7723,0,0,0,,,,0,,
Q15442333,"John Thynne, 3rd Baron Carteret",,0,0,0,,,,1,,
Q15443188,Joseph Brotherton,3360,0,0,0,,,,0,,
Q15451868,Frank Hodges,4390,0,0,0,,,,0,,
Q15452587,Harry Gosling,4143,0,0,0,,,,0,,
Q15452761,John Abel Smith,7215,1,6,1,parent,parent;child;sibling;uncle/aunt;niece/nephew;cousin,HoC,1,panel;rush,"Gerard Smith;John Smith;Martin Tucker Smith;Jervoise Smith;Robert Carrington, 2nd Baron Carrington;Samuel Smith"
Q15452807,Francis Seymour Stevenson,2093,0,0,0,,,,0,,
Q15452825,William Coningham,3580,0,0,0,,,,0,,
Q15456236,William Williams,7356,0,0,0,,,,0,,
Q15456270,Hedworth Lambton,6970,1,3,1,indirect,indirect,HoC,1,rush,"Hedworth Meux;Frederick Lambton, 4th Earl of Durham;Henry Cavendish"
Q15456740,John Jervis,4517,1,2,1,parent,parent;child;cousin,HoC,1,panel;rush,Swynfen Jervis;John Jervis
Q15457875,Henry Campbell,1324,0,0,0,,,,0,,
Q15458169,John Smith,7214,1,8,1,parent,parent;child;sibling;grandparent;grandchild;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Gerard Smith;John Abel Smith;Martin Tucker Smith;Jervoise Smith;Abel Smith;Egerton Leigh;Robert Carrington, 2nd Baron Carrington;Samuel Smith"
Q15458356,John O'Connor,2874,0,0,0,,,,0,,
Q15459988,Henry Slesser,5772,1,1,0,indirect,indirect,HoC,0,rush,Corrie Grant
Q15460648,Walter Long,6991,1,3,1,parent,parent;child;grandparent;grandchild,HoC,1,panel;rush,"Walter Long, 1st Viscount Long;Richard Chaloner, 1st Baron Gisborough;Richard Penruddocke Long"
Q1546121,"Greville Janner, Baron Janner of Braunstone",4502,1,1,0,parent,parent;child,HoC,1,panel;rush,Barnett Janner
Q15461373,John Paton,5334,0,0,0,,,,0,,
Q15463280,John Belcher,3149,0,0,0,,,,0,,
Q15463534,Stanley Henig,4328,0,0,0,,,,1,,
Q15469,William John Hamilton,6869,0,0,0,,,,1,,
Q15485640,Hugh Mason,2581,0,0,0,,,,0,,
Q15485984,"Sir Richard Durning Holt, 1st Baronet",7428,0,0,0,,,,1,,
Q15488783,James Barr,3110,0,0,0,,,,0,,
Q15491084,William Edward David Allen,6386,0,0,0,,,,1,,
Q15492296,Norman Atkinson,6413,0,0,0,,,,0,,
Q15497087,Joseph d'Aguilar Samuda,816,0,0,0,,,,0,,
Q15497183,William Job Collins,7674,0,0,0,,,,0,,
Q15501389,Francis Neilson,5191,0,0,0,,,,0,,
Q15501618,Reginald Jaffray Lucas,4773,0,0,0,,,,1,,
Q15503086,Eddie Milne,5065,0,0,0,,,,0,,
Q15503233,Robert Wallace,6471,0,0,0,,,,1,,
Q15512861,,,0,0,0,,,,1,,
Q15514214,Alfred Dobbs,3744,0,0,0,,,,0,,
Q15515551,Jabez Balfour,1160,0,0,0,,,,0,,
Q15525123,Jim Marshall,471,0,0,0,,,,0,,
Q15525275,Julia Drown,257,0,0,0,,,,0,,
Q15526135,Henry Salwey,5658,0,0,0,,,,0,,
Q15526558,George Windsor-Clive,6359,1,6,1,parent,parent;child;grandparent;grandchild;niece/nephew;indirect,HoC,1,panel;rush,"Charles Carmichael Lacaita;Edward Herbert, 2nd Earl of Powis;Edward Herbert, 3rd Earl of Powis;George Windsor-Clive;Robert Clive;Robert Windsor-Clive"
Q15526648,Frederick Goldsmid,6824,1,2,1,child,child;sibling,HoC,0,rush,Francis Goldsmid;Julian Goldsmid
Q15526650,James Ruddell-Todd,7459,0,0,0,,,,0,,
Q15526655,Harry Baines Lott,,0,0,0,,,,0,,
Q15526925,James Stewart,6469,0,0,0,,,,0,,
Q15526928,Arthur Chichester,3497,0,0,0,,,,0,,
Q15527009,Lawrence Kimball,4597,1,1,0,parent,parent;child,HoC,1,panel;rush,"Marcus Kimball, Baron Kimball"
Q155375,Archibald Hill,7751,0,0,0,,,,0,,
Q1557837,"Gwendolen Guinness, Countess of Iveagh",4497,1,3,1,spouse,spouse;indirect,HoC,1,rush,"Rupert Guinness, 2nd Earl of Iveagh;Walter Guinness, 1st Baron Moyne;Alan Lennox-Boyd, 1st Viscount Boyd of Merton"
Q1557927,Gwyn Prosser,563,0,0,0,,,,0,,
Q155907,"Sir George Stokes, 1st Baronet",5886,0,0,0,,,,0,,
Q15616177,George Hussey Packe,5304,1,1,0,sibling,sibling,HoC,1,panel;rush,Charles William Packe
Q15616964,Joseph MacBride,4972,0,0,0,,,,0,,
Q15646836,George Sinclair,7208,1,1,0,parent,parent;child,HoC,1,panel;rush,"Sir John Sinclair, 3rd Baronet"
Q15689540,Alfred Peter Hillier,4364,0,0,0,,,,0,,
Q1570046,"Albert Stallard, Baron Stallard",5841,0,0,0,,,,1,,
Q15700879,Joseph William Noble,7069,0,0,0,,,,0,,
Q15725713,"John Townshend, 4th Marquess Townshend",6021,1,3,1,parent,parent;child;uncle/aunt;indirect,HoC,1,panel;rush,"John St Aubyn, 1st Baron St Levan;John Townshend, 5th Marquess Townshend;Lord James Townshend"
Q157259,"John Russell, 1st Earl Russell",7180,1,10,1,parent,parent;child;sibling;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Francis Russell, 7th Duke of Bedford;Edward Russell, 23rd Baron de Clifford;George Russell, 10th Duke of Bedford;Francis Russell, 9th Duke of Bedford;George W. E. Russell;John Russell, Viscount Amberley;Lord Arthur Russell;Lord Charles Russell;Lord Edward Russell;William Russell, 8th Duke of Bedford"
Q1574706,"John Coleridge, 1st Baron Coleridge",1398,1,1,0,parent,parent;child,HoC,1,panel;rush,"Bernard Coleridge, 2nd Baron Coleridge"
Q157691,Edward Ellice,6443,1,2,1,parent,parent;child;sibling,HoC,1,panel;rush,Alexander Ellice;Edward Ellice
Q15815164,Henry Winnington,6230,1,2,1,sibling,sibling;uncle/aunt,HoC,1,panel;rush,"Sir Thomas Winnington, 4th Baronet;Sir Thomas Winnington, 3rd Baronet"
Q15821520,John Westenra,6170,1,1,0,sibling,sibling,HoC,1,panel;rush,"Henry Westenra, 3rd Baron Rossmore"
Q1585945,"Harold Walker, Baron Walker of Doncaster",8583,0,0,0,,,,1,,
Q1586577,Harry Hylton-Foster,4470,0,0,0,,,,1,,
Q15967316,James Dickens,2813,0,0,0,,,,0,,
Q15968114,Patricia McLaughlin,5013,0,0,0,,,,0,,
Q15968427,Mary McAlister,4970,0,0,0,,,,0,,
Q15968697,Philip Oliver,5281,0,0,0,,,,0,,
Q15969400,Harriet Slater,5770,0,0,0,,,,0,,
Q15971315,Charles Rudkin,5633,0,0,0,,,,0,,
Q15972493,Joseph Johnstone,8110,0,0,0,,,,0,,
Q15976329,"John Mackie, Baron John-Mackie",8680,1,1,0,sibling,sibling,HoC,1,panel;rush,"George Mackie, Baron Mackie of Benshie"
Q15985286,Granville Leveson-Gower,9096,0,0,0,,,,1,,
Q15989854,John Bonham-Carter,1241,1,1,0,parent,parent;child,HoC,1,panel;rush,John Bonham-Carter
Q15989931,Norman Carlyle Craig,7495,0,0,0,,,,0,,
Q15990036,Arnold Herbert,7381,0,0,0,,,,0,,
Q15990054,Henry Hope,9019,1,1,0,sibling,sibling,HoC,1,panel,Alexander Beresford Hope
Q15990065,Edward John Hutchins,4463,0,0,0,,,,0,,
Q15990103,Henry Keswick,4589,1,1,0,parent,parent;child,HoC,1,panel;rush,William Keswick
Q15990106,John Alexander Kinglake,2395,0,0,0,,,,0,,
Q15990138,Frank Lockwood,2486,0,0,0,,,,1,,
Q15990151,William Alexander Mackinnon,4853,1,3,1,parent,parent;child;sibling;niece/nephew,HoC,1,panel;rush,"Lauchlan Bellingham Mackinnon;Thomas Cochrane, 1st Baron Cochrane of Cults;William Alexander Mackinnon"
Q15990183,Charles Morley,1991,1,2,1,parent,parent;child;sibling,HoC,1,panel;rush,Arnold Morley;Samuel Morley
Q15990226,George Lort Phillips,7125,0,0,0,,,,1,,
Q15990268,"John Lumley-Savile, 8th Earl of Scarbrough",4780,0,0,0,,,,1,,
Q15990294,Nigel Spearing,5813,0,0,0,,,,0,,
Q15990302,Paul Stinchcombe,640,0,0,0,,,,0,,
Q15990321,John Tilley,5994,0,0,0,,,,0,,
Q15990328,George James Turner,7296,0,0,0,,,,0,,
Q15990334,,,0,0,0,,,,1,,
Q15990357,James Wigram,7349,1,1,0,sibling,sibling,HoC,1,panel;rush,Loftus Wigram
Q15994409,Lord William Douglas,,0,0,0,,,,1,,
Q15994564,James Lewis Knight-Bruce,,0,0,0,,,,1,,
Q15994601,"John Macdonald, Lord Kingsburgh",2520,0,0,0,,,,1,,
Q15994823,John Weyland,,0,0,0,,,,0,,
Q15994825,James Whatman,1028,0,0,0,,,,1,,
Q15995041,"Sir William Dunn, 1st Baronet, of Lakenheath",2017,0,0,0,,,,0,,
Q15995331,David King Murray,8276,0,0,0,,,,0,,
Q15995651,William Murdoch Adamson,50,1,1,0,spouse,spouse,HoC,0,rush,Jennie Adamson
Q15995675,Henry Chancellor,3475,0,0,0,,,,0,,
Q15995793,Henry George Purchase,9169,0,0,0,,,,0,,
Q15995796,"George Kemp, 1st Baron Rochdale",1832,0,0,0,,,,1,,
Q15996053,P. J. Brady,7438,0,0,0,,,,0,,
Q15996123,Hugh Law,7413,1,1,0,parent,parent;child,HoC,1,panel;rush,Hugh Law
Q15996195,Herbert Willison,6217,0,0,0,,,,0,,
Q15996281,Thomas Howell Williams Idris,4473,0,0,0,,,,0,,
Q15996331,Hilton Philipson,5387,0,0,0,,,,0,,
Q15996349,"Sir Charles Shaw, 1st Baronet",2865,0,0,0,,,,0,,
Q15996350,Arthur Sherwell,5730,0,0,0,,,,0,,
